               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11308,            0.062246,            0.056779,           0.0013066,            0.070055,           0.0015285,          0.00027441,             0.11723,            0.057649,             0.06043,              0.0874,              0.0014,              0.0014
                   1,             0.11415,            0.057669,            0.057172,           0.0023031,            0.075549,            0.002406,           0.0004337,              0.1168,            0.058147,            0.060302,              0.0739,           0.0028997,           0.0028997
                   2,             0.10863,            0.056895,            0.054596,           0.0023031,            0.075549,            0.002406,           0.0004337,              0.1168,            0.058147,            0.060302,            0.060399,           0.0043991,           0.0043991
                   3,             0.10933,            0.058016,            0.054351,             0.01172,               0.188,            0.020137,           0.0062425,             0.11514,            0.059243,            0.059737,            0.046898,           0.0058982,           0.0058982
                   4,             0.10747,            0.057921,            0.053095,             0.01172,               0.188,            0.020137,           0.0062425,             0.11514,            0.059243,            0.059737,            0.033397,           0.0073971,           0.0073971
                   5,             0.10665,            0.053464,            0.054229,             0.01172,               0.188,            0.020137,           0.0062425,             0.11514,            0.059243,            0.059737,            0.019896,           0.0088956,           0.0088956
                   6,             0.11885,             0.05802,            0.062192,             0.01172,               0.188,            0.020137,           0.0062425,             0.11514,            0.059243,            0.059737,           0.0099941,           0.0099941,           0.0099941
                   7,             0.10876,            0.059799,            0.053359,             0.01172,               0.188,            0.020137,           0.0062425,             0.11514,            0.059243,            0.059737,           0.0099941,           0.0099941,           0.0099941
                   8,             0.11312,            0.061452,            0.058073,            0.012753,             0.20568,            0.057183,            0.019288,             0.11274,            0.060108,            0.058824,           0.0099931,           0.0099931,           0.0099931
                   9,              0.1092,            0.058135,            0.056659,            0.012753,             0.20568,            0.057183,            0.019288,             0.11274,            0.060108,            0.058824,           0.0099921,           0.0099921,           0.0099921
                  10,             0.10936,            0.055018,            0.059253,            0.012753,             0.20568,            0.057183,            0.019288,             0.11274,            0.060108,            0.058824,           0.0099911,           0.0099911,           0.0099911
                  11,             0.10671,            0.056607,             0.05467,            0.012753,             0.20568,            0.057183,            0.019288,             0.11274,            0.060108,            0.058824,           0.0099901,           0.0099901,           0.0099901
                  12,             0.10629,            0.056662,             0.05629,            0.014793,             0.28196,             0.16647,            0.048812,             0.10973,            0.060916,            0.057856,           0.0099891,           0.0099891,           0.0099891
                  13,             0.10796,            0.053567,            0.055466,            0.014793,             0.28196,             0.16647,            0.048812,             0.10973,            0.060916,            0.057856,           0.0099881,           0.0099881,           0.0099881
                  14,             0.11639,            0.048861,            0.059438,            0.014793,             0.28196,             0.16647,            0.048812,             0.10973,            0.060916,            0.057856,           0.0099871,           0.0099871,           0.0099871
                  15,             0.10503,             0.05472,            0.052183,            0.014793,             0.28196,             0.16647,            0.048812,             0.10973,            0.060916,            0.057856,           0.0099861,           0.0099861,           0.0099861
                  16,             0.11273,            0.054715,            0.059414,            0.018107,             0.38819,             0.19232,            0.057913,             0.10609,            0.061607,             0.05665,           0.0099851,           0.0099851,           0.0099851
                  17,             0.10205,            0.054218,             0.05354,            0.018107,             0.38819,             0.19232,            0.057913,             0.10609,            0.061607,             0.05665,           0.0099842,           0.0099842,           0.0099842
                  18,             0.10628,             0.05805,            0.057277,            0.018107,             0.38819,             0.19232,            0.057913,             0.10609,            0.061607,             0.05665,           0.0099832,           0.0099832,           0.0099832
                  19,            0.097801,            0.054936,             0.05142,            0.018107,             0.38819,             0.19232,            0.057913,             0.10609,            0.061607,             0.05665,           0.0099822,           0.0099822,           0.0099822
                  20,            0.098424,            0.049932,            0.052274,            0.018107,             0.38819,             0.19232,            0.057913,             0.10609,            0.061607,             0.05665,           0.0099812,           0.0099812,           0.0099812
                  21,             0.10512,            0.056798,            0.055156,            0.017971,             0.48712,             0.22591,            0.061054,             0.10352,            0.061349,            0.055746,           0.0099802,           0.0099802,           0.0099802
                  22,             0.10607,            0.057725,            0.058889,            0.017971,             0.48712,             0.22591,            0.061054,             0.10352,            0.061349,            0.055746,           0.0099792,           0.0099792,           0.0099792
                  23,             0.10359,            0.054092,            0.055945,            0.017971,             0.48712,             0.22591,            0.061054,             0.10352,            0.061349,            0.055746,           0.0099782,           0.0099782,           0.0099782
                  24,             0.10254,            0.052458,            0.053662,            0.017971,             0.48712,             0.22591,            0.061054,             0.10352,            0.061349,            0.055746,           0.0099772,           0.0099772,           0.0099772
                  25,            0.097244,            0.054522,             0.05137,            0.019314,             0.58899,             0.31574,            0.087581,             0.10081,            0.060929,            0.054811,           0.0099762,           0.0099762,           0.0099762
                  26,             0.10346,            0.057891,            0.056941,            0.019314,             0.58899,             0.31574,            0.087581,             0.10081,            0.060929,            0.054811,           0.0099753,           0.0099753,           0.0099753
                  27,             0.10845,            0.054804,            0.056677,            0.019314,             0.58899,             0.31574,            0.087581,             0.10081,            0.060929,            0.054811,           0.0099743,           0.0099743,           0.0099743
                  28,            0.097481,            0.054776,            0.052064,            0.019314,             0.58899,             0.31574,            0.087581,             0.10081,            0.060929,            0.054811,           0.0099733,           0.0099733,           0.0099733
                  29,            0.097714,            0.047537,            0.053148,            0.058525,               0.505,             0.30734,             0.10897,            0.098368,            0.060303,            0.053851,           0.0099723,           0.0099723,           0.0099723
                  30,             0.10492,            0.051631,            0.056423,            0.058525,               0.505,             0.30734,             0.10897,            0.098368,            0.060303,            0.053851,           0.0099713,           0.0099713,           0.0099713
                  31,            0.093408,            0.056854,            0.050449,            0.058525,               0.505,             0.30734,             0.10897,            0.098368,            0.060303,            0.053851,           0.0099703,           0.0099703,           0.0099703
                  32,             0.10552,            0.061066,            0.056052,            0.058525,               0.505,             0.30734,             0.10897,            0.098368,            0.060303,            0.053851,           0.0099693,           0.0099693,           0.0099693
                  33,            0.096251,            0.054413,            0.051903,             0.64254,             0.27872,             0.33103,             0.13729,            0.095086,            0.060234,            0.052715,           0.0099683,           0.0099683,           0.0099683
                  34,            0.094877,            0.049895,            0.052125,             0.64254,             0.27872,             0.33103,             0.13729,            0.095086,            0.060234,            0.052715,           0.0099673,           0.0099673,           0.0099673
                  35,            0.097708,            0.058164,             0.05206,             0.64254,             0.27872,             0.33103,             0.13729,            0.095086,            0.060234,            0.052715,           0.0099663,           0.0099663,           0.0099663
                  36,            0.096026,            0.054088,            0.052539,             0.64254,             0.27872,             0.33103,             0.13729,            0.095086,            0.060234,            0.052715,           0.0099654,           0.0099654,           0.0099654
                  37,            0.098795,            0.054325,            0.053994,             0.64254,             0.27872,             0.33103,             0.13729,            0.095086,            0.060234,            0.052715,           0.0099644,           0.0099644,           0.0099644
                  38,            0.087555,            0.046734,              0.0494,             0.62883,             0.28163,             0.34833,              0.1419,            0.093204,            0.059392,            0.051877,           0.0099634,           0.0099634,           0.0099634
                  39,            0.091439,            0.054151,            0.048078,             0.62883,             0.28163,             0.34833,              0.1419,            0.093204,            0.059392,            0.051877,           0.0099624,           0.0099624,           0.0099624
                  40,            0.097051,            0.053786,             0.05119,             0.62883,             0.28163,             0.34833,              0.1419,            0.093204,            0.059392,            0.051877,           0.0099614,           0.0099614,           0.0099614
                  41,            0.090439,            0.052981,            0.050528,             0.62883,             0.28163,             0.34833,              0.1419,            0.093204,            0.059392,            0.051877,           0.0099604,           0.0099604,           0.0099604
                  42,            0.090781,             0.05132,            0.051157,             0.50865,             0.30076,              0.3809,             0.15499,             0.09117,            0.059029,            0.051104,           0.0099594,           0.0099594,           0.0099594
                  43,            0.089893,            0.045741,            0.049304,             0.50865,             0.30076,              0.3809,             0.15499,             0.09117,            0.059029,            0.051104,           0.0099584,           0.0099584,           0.0099584
                  44,            0.089259,            0.059158,            0.051556,             0.50865,             0.30076,              0.3809,             0.15499,             0.09117,            0.059029,            0.051104,           0.0099574,           0.0099574,           0.0099574
                  45,            0.091983,            0.049683,            0.050958,             0.50865,             0.30076,              0.3809,             0.15499,             0.09117,            0.059029,            0.051104,           0.0099564,           0.0099564,           0.0099564
                  46,            0.087516,            0.048899,            0.047595,              0.6073,             0.32694,              0.4097,             0.17364,            0.087979,            0.059062,            0.050258,           0.0099555,           0.0099555,           0.0099555
                  47,            0.084218,            0.048672,            0.048829,              0.6073,             0.32694,              0.4097,             0.17364,            0.087979,            0.059062,            0.050258,           0.0099545,           0.0099545,           0.0099545
                  48,            0.083376,            0.053826,            0.046453,              0.6073,             0.32694,              0.4097,             0.17364,            0.087979,            0.059062,            0.050258,           0.0099535,           0.0099535,           0.0099535
                  49,            0.083839,            0.049645,            0.047312,              0.6073,             0.32694,              0.4097,             0.17364,            0.087979,            0.059062,            0.050258,           0.0099525,           0.0099525,           0.0099525
                  50,            0.089223,            0.051273,            0.049368,              0.6918,             0.37409,             0.48241,              0.2075,            0.083397,            0.059709,            0.049411,           0.0099515,           0.0099515,           0.0099515
                  51,            0.082733,            0.045647,            0.049331,              0.6918,             0.37409,             0.48241,              0.2075,            0.083397,            0.059709,            0.049411,           0.0099505,           0.0099505,           0.0099505
                  52,            0.087673,            0.053144,            0.051626,              0.6918,             0.37409,             0.48241,              0.2075,            0.083397,            0.059709,            0.049411,           0.0099495,           0.0099495,           0.0099495
                  53,            0.084821,            0.043449,            0.052731,              0.6918,             0.37409,             0.48241,              0.2075,            0.083397,            0.059709,            0.049411,           0.0099485,           0.0099485,           0.0099485
                  54,            0.082788,            0.050936,              0.0464,              0.6918,             0.37409,             0.48241,              0.2075,            0.083397,            0.059709,            0.049411,           0.0099475,           0.0099475,           0.0099475
                  55,            0.079478,             0.06299,            0.046791,             0.79137,             0.37903,             0.49232,             0.21824,            0.080821,            0.059637,            0.048786,           0.0099465,           0.0099465,           0.0099465
                  56,             0.07907,            0.057134,            0.046063,             0.79137,             0.37903,             0.49232,             0.21824,            0.080821,            0.059637,            0.048786,           0.0099456,           0.0099456,           0.0099456
                  57,            0.080851,             0.05161,            0.048214,             0.79137,             0.37903,             0.49232,             0.21824,            0.080821,            0.059637,            0.048786,           0.0099446,           0.0099446,           0.0099446
                  58,            0.082694,            0.052782,            0.048241,             0.79137,             0.37903,             0.49232,             0.21824,            0.080821,            0.059637,            0.048786,           0.0099436,           0.0099436,           0.0099436
                  59,             0.08428,            0.051286,            0.052195,             0.81058,             0.38012,             0.49637,             0.22824,            0.078714,            0.059886,            0.048084,           0.0099426,           0.0099426,           0.0099426
                  60,            0.085633,            0.061259,            0.052553,             0.81058,             0.38012,             0.49637,             0.22824,            0.078714,            0.059886,            0.048084,           0.0099416,           0.0099416,           0.0099416
                  61,            0.084873,            0.057171,            0.047008,             0.81058,             0.38012,             0.49637,             0.22824,            0.078714,            0.059886,            0.048084,           0.0099406,           0.0099406,           0.0099406
                  62,            0.078953,            0.057703,            0.047959,             0.81058,             0.38012,             0.49637,             0.22824,            0.078714,            0.059886,            0.048084,           0.0099396,           0.0099396,           0.0099396
                  63,            0.081604,            0.049501,            0.048839,             0.78858,             0.37635,             0.51519,             0.24502,            0.075335,            0.060018,            0.047105,           0.0099386,           0.0099386,           0.0099386
                  64,            0.074933,            0.052934,            0.044669,             0.78858,             0.37635,             0.51519,             0.24502,            0.075335,            0.060018,            0.047105,           0.0099376,           0.0099376,           0.0099376
                  65,            0.084005,            0.055612,            0.050818,             0.78858,             0.37635,             0.51519,             0.24502,            0.075335,            0.060018,            0.047105,           0.0099366,           0.0099366,           0.0099366
                  66,            0.080124,            0.057886,            0.047915,             0.78858,             0.37635,             0.51519,             0.24502,            0.075335,            0.060018,            0.047105,           0.0099357,           0.0099357,           0.0099357
                  67,            0.079148,            0.056829,            0.049187,             0.80181,             0.40342,             0.52658,             0.27437,            0.070676,            0.060088,             0.04616,           0.0099347,           0.0099347,           0.0099347
                  68,            0.079334,            0.058756,            0.048233,             0.80181,             0.40342,             0.52658,             0.27437,            0.070676,            0.060088,             0.04616,           0.0099337,           0.0099337,           0.0099337
                  69,              0.0782,            0.053413,            0.049139,             0.80181,             0.40342,             0.52658,             0.27437,            0.070676,            0.060088,             0.04616,           0.0099327,           0.0099327,           0.0099327
                  70,             0.07559,            0.051457,            0.046737,             0.80181,             0.40342,             0.52658,             0.27437,            0.070676,            0.060088,             0.04616,           0.0099317,           0.0099317,           0.0099317
                  71,            0.073987,            0.052967,            0.046854,             0.80181,             0.40342,             0.52658,             0.27437,            0.070676,            0.060088,             0.04616,           0.0099307,           0.0099307,           0.0099307
                  72,            0.073805,            0.059923,            0.048368,             0.80679,             0.42821,              0.5431,             0.30122,            0.068191,            0.058377,            0.045447,           0.0099297,           0.0099297,           0.0099297
                  73,            0.062849,            0.051469,            0.044129,             0.80679,             0.42821,              0.5431,             0.30122,            0.068191,            0.058377,            0.045447,           0.0099287,           0.0099287,           0.0099287
                  74,            0.070403,             0.03846,            0.045537,             0.80679,             0.42821,              0.5431,             0.30122,            0.068191,            0.058377,            0.045447,           0.0099277,           0.0099277,           0.0099277
                  75,            0.066826,            0.051515,            0.044932,             0.80679,             0.42821,              0.5431,             0.30122,            0.068191,            0.058377,            0.045447,           0.0099267,           0.0099267,           0.0099267
                  76,            0.068946,            0.051677,              0.0443,             0.82013,             0.43344,             0.54197,             0.30629,            0.064963,            0.057173,            0.044731,           0.0099258,           0.0099258,           0.0099258
                  77,            0.063112,            0.043548,            0.041771,             0.82013,             0.43344,             0.54197,             0.30629,            0.064963,            0.057173,            0.044731,           0.0099248,           0.0099248,           0.0099248
                  78,            0.067971,            0.053712,            0.044663,             0.82013,             0.43344,             0.54197,             0.30629,            0.064963,            0.057173,            0.044731,           0.0099238,           0.0099238,           0.0099238
                  79,            0.068963,            0.047618,            0.046643,             0.82013,             0.43344,             0.54197,             0.30629,            0.064963,            0.057173,            0.044731,           0.0099228,           0.0099228,           0.0099228
                  80,            0.065261,            0.053346,            0.043589,             0.81063,             0.43146,              0.5177,             0.29612,            0.062045,            0.054804,            0.043939,           0.0099218,           0.0099218,           0.0099218
                  81,             0.06416,            0.053985,            0.043717,             0.81063,             0.43146,              0.5177,             0.29612,            0.062045,            0.054804,            0.043939,           0.0099208,           0.0099208,           0.0099208
                  82,            0.065274,            0.054363,            0.043624,             0.81063,             0.43146,              0.5177,             0.29612,            0.062045,            0.054804,            0.043939,           0.0099198,           0.0099198,           0.0099198
                  83,            0.060311,            0.057441,            0.040869,             0.81063,             0.43146,              0.5177,             0.29612,            0.062045,            0.054804,            0.043939,           0.0099188,           0.0099188,           0.0099188
                  84,            0.068036,            0.058658,            0.045714,             0.81063,             0.43146,              0.5177,             0.29612,            0.062045,            0.054804,            0.043939,           0.0099178,           0.0099178,           0.0099178
                  85,            0.062106,            0.047099,            0.042027,             0.77624,             0.43542,             0.49693,             0.28081,            0.061967,            0.052386,            0.043271,           0.0099168,           0.0099168,           0.0099168
                  86,            0.063607,            0.044376,            0.043779,             0.77624,             0.43542,             0.49693,             0.28081,            0.061967,            0.052386,            0.043271,           0.0099159,           0.0099159,           0.0099159
                  87,            0.063667,             0.04874,            0.049344,             0.77624,             0.43542,             0.49693,             0.28081,            0.061967,            0.052386,            0.043271,           0.0099149,           0.0099149,           0.0099149
                  88,            0.062985,            0.046926,            0.048717,             0.77624,             0.43542,             0.49693,             0.28081,            0.061967,            0.052386,            0.043271,           0.0099139,           0.0099139,           0.0099139
                  89,            0.065985,            0.037917,            0.049627,             0.76892,             0.40293,             0.48652,             0.28115,            0.060269,            0.051467,            0.042795,           0.0099129,           0.0099129,           0.0099129
                  90,            0.062575,            0.047878,            0.041519,             0.76892,             0.40293,             0.48652,             0.28115,            0.060269,            0.051467,            0.042795,           0.0099119,           0.0099119,           0.0099119
                  91,            0.066479,            0.049366,            0.046288,             0.76892,             0.40293,             0.48652,             0.28115,            0.060269,            0.051467,            0.042795,           0.0099109,           0.0099109,           0.0099109
                  92,            0.062233,            0.048192,            0.041262,             0.76892,             0.40293,             0.48652,             0.28115,            0.060269,            0.051467,            0.042795,           0.0099099,           0.0099099,           0.0099099
                  93,            0.063963,            0.048732,            0.043495,             0.75561,             0.40507,             0.50818,             0.28575,            0.057874,            0.050361,            0.042085,           0.0099089,           0.0099089,           0.0099089
                  94,            0.062814,            0.046796,            0.047176,             0.75561,             0.40507,             0.50818,             0.28575,            0.057874,            0.050361,            0.042085,           0.0099079,           0.0099079,           0.0099079
                  95,            0.060201,            0.045165,            0.042508,             0.75561,             0.40507,             0.50818,             0.28575,            0.057874,            0.050361,            0.042085,           0.0099069,           0.0099069,           0.0099069
                  96,            0.060274,            0.045191,              0.0418,             0.75561,             0.40507,             0.50818,             0.28575,            0.057874,            0.050361,            0.042085,            0.009906,            0.009906,            0.009906
                  97,            0.061045,            0.048166,            0.046436,             0.71421,              0.4313,             0.51941,             0.30347,            0.054446,            0.049216,             0.04137,            0.009905,            0.009905,            0.009905
                  98,            0.059965,            0.048234,            0.041044,             0.71421,              0.4313,             0.51941,             0.30347,            0.054446,            0.049216,             0.04137,            0.009904,            0.009904,            0.009904
                  99,            0.057254,            0.042217,            0.041631,             0.71421,              0.4313,             0.51941,             0.30347,            0.054446,            0.049216,             0.04137,            0.009903,            0.009903,            0.009903
                 100,            0.058582,            0.052468,            0.041207,             0.71421,              0.4313,             0.51941,             0.30347,            0.054446,            0.049216,             0.04137,            0.009902,            0.009902,            0.009902
                 101,            0.055542,            0.043628,            0.038443,             0.71421,              0.4313,             0.51941,             0.30347,            0.054446,            0.049216,             0.04137,            0.009901,            0.009901,            0.009901
                 102,            0.058818,            0.041566,            0.045179,             0.68968,             0.37912,             0.52134,             0.29671,            0.054374,            0.048032,            0.040842,              0.0099,              0.0099,              0.0099
                 103,            0.062778,            0.042253,            0.042885,             0.68968,             0.37912,             0.52134,             0.29671,            0.054374,            0.048032,            0.040842,            0.009899,            0.009899,            0.009899
                 104,            0.060075,            0.050005,            0.041691,             0.68968,             0.37912,             0.52134,             0.29671,            0.054374,            0.048032,            0.040842,            0.009898,            0.009898,            0.009898
                 105,             0.05432,            0.048471,            0.041565,             0.68968,             0.37912,             0.52134,             0.29671,            0.054374,            0.048032,            0.040842,            0.009897,            0.009897,            0.009897
                 106,             0.05976,            0.051352,            0.041183,             0.70713,             0.41758,             0.52678,             0.29615,            0.054076,            0.047224,            0.040242,           0.0098961,           0.0098961,           0.0098961
                 107,            0.059882,            0.043672,            0.044987,             0.70713,             0.41758,             0.52678,             0.29615,            0.054076,            0.047224,            0.040242,           0.0098951,           0.0098951,           0.0098951
                 108,            0.059232,             0.04396,            0.042477,             0.70713,             0.41758,             0.52678,             0.29615,            0.054076,            0.047224,            0.040242,           0.0098941,           0.0098941,           0.0098941
                 109,            0.054096,            0.046123,            0.036314,             0.70713,             0.41758,             0.52678,             0.29615,            0.054076,            0.047224,            0.040242,           0.0098931,           0.0098931,           0.0098931
                 110,            0.059272,            0.046907,            0.042646,             0.73279,             0.36804,             0.55263,             0.31055,            0.055337,            0.044401,            0.039357,           0.0098921,           0.0098921,           0.0098921
                 111,            0.056775,            0.038921,            0.039569,             0.73279,             0.36804,             0.55263,             0.31055,            0.055337,            0.044401,            0.039357,           0.0098911,           0.0098911,           0.0098911
                 112,            0.060175,            0.037298,            0.043576,             0.73279,             0.36804,             0.55263,             0.31055,            0.055337,            0.044401,            0.039357,           0.0098901,           0.0098901,           0.0098901
                 113,            0.059947,            0.044535,            0.042194,             0.73279,             0.36804,             0.55263,             0.31055,            0.055337,            0.044401,            0.039357,           0.0098891,           0.0098891,           0.0098891
                 114,            0.060348,            0.044824,            0.041775,             0.73754,             0.33223,             0.55921,              0.3258,            0.058971,            0.041567,            0.038576,           0.0098881,           0.0098881,           0.0098881
                 115,             0.06484,            0.032461,            0.043422,             0.73754,             0.33223,             0.55921,              0.3258,            0.058971,            0.041567,            0.038576,           0.0098871,           0.0098871,           0.0098871
                 116,            0.066787,            0.035381,            0.040041,             0.73754,             0.33223,             0.55921,              0.3258,            0.058971,            0.041567,            0.038576,           0.0098861,           0.0098861,           0.0098861
                 117,            0.063797,            0.035879,            0.038945,             0.73754,             0.33223,             0.55921,              0.3258,            0.058971,            0.041567,            0.038576,           0.0098852,           0.0098852,           0.0098852
                 118,            0.064357,            0.037066,            0.039919,             0.73754,             0.33223,             0.55921,              0.3258,            0.058971,            0.041567,            0.038576,           0.0098842,           0.0098842,           0.0098842
                 119,            0.066424,            0.035766,             0.04221,             0.83499,             0.31494,             0.54473,             0.30275,            0.063387,             0.03988,            0.037884,           0.0098832,           0.0098832,           0.0098832
                 120,            0.068106,            0.032086,            0.037588,             0.83499,             0.31494,             0.54473,             0.30275,            0.063387,             0.03988,            0.037884,           0.0098822,           0.0098822,           0.0098822
                 121,            0.064204,            0.034413,            0.041664,             0.83499,             0.31494,             0.54473,             0.30275,            0.063387,             0.03988,            0.037884,           0.0098812,           0.0098812,           0.0098812
                 122,            0.066676,            0.038471,            0.040347,             0.83499,             0.31494,             0.54473,             0.30275,            0.063387,             0.03988,            0.037884,           0.0098802,           0.0098802,           0.0098802
                 123,            0.065274,            0.033532,             0.04223,             0.77693,             0.33223,             0.53858,             0.29002,            0.058411,            0.040246,            0.037164,           0.0098792,           0.0098792,           0.0098792
                 124,            0.061451,            0.036565,            0.038788,             0.77693,             0.33223,             0.53858,             0.29002,            0.058411,            0.040246,            0.037164,           0.0098782,           0.0098782,           0.0098782
                 125,            0.059575,            0.032441,            0.038051,             0.77693,             0.33223,             0.53858,             0.29002,            0.058411,            0.040246,            0.037164,           0.0098772,           0.0098772,           0.0098772
                 126,             0.06164,            0.044833,            0.040312,             0.77693,             0.33223,             0.53858,             0.29002,            0.058411,            0.040246,            0.037164,           0.0098763,           0.0098763,           0.0098763
                 127,             0.05952,             0.04004,            0.040479,             0.82184,             0.42258,             0.60985,             0.28912,             0.05241,            0.040459,             0.03648,           0.0098753,           0.0098753,           0.0098753
                 128,            0.056579,            0.035503,            0.039176,             0.82184,             0.42258,             0.60985,             0.28912,             0.05241,            0.040459,             0.03648,           0.0098743,           0.0098743,           0.0098743
                 129,            0.057907,            0.038452,            0.041645,             0.82184,             0.42258,             0.60985,             0.28912,             0.05241,            0.040459,             0.03648,           0.0098733,           0.0098733,           0.0098733
                 130,            0.054573,            0.040643,            0.035225,             0.82184,             0.42258,             0.60985,             0.28912,             0.05241,            0.040459,             0.03648,           0.0098723,           0.0098723,           0.0098723
                 131,             0.05903,            0.036341,            0.036893,             0.78782,             0.42305,             0.55389,             0.18193,            0.063264,            0.039541,            0.035583,           0.0098713,           0.0098713,           0.0098713
                 132,             0.06481,            0.032839,            0.039362,             0.78782,             0.42305,             0.55389,             0.18193,            0.063264,            0.039541,            0.035583,           0.0098703,           0.0098703,           0.0098703
                 133,            0.064116,            0.037615,            0.037135,             0.78782,             0.42305,             0.55389,             0.18193,            0.063264,            0.039541,            0.035583,           0.0098693,           0.0098693,           0.0098693
                 134,            0.060694,            0.026463,            0.032762,             0.78782,             0.42305,             0.55389,             0.18193,            0.063264,            0.039541,            0.035583,           0.0098683,           0.0098683,           0.0098683
                 135,            0.068246,            0.034481,            0.041349,             0.78782,             0.42305,             0.55389,             0.18193,            0.063264,            0.039541,            0.035583,           0.0098673,           0.0098673,           0.0098673
                 136,            0.065433,            0.040817,            0.035098,             0.74459,              0.4032,             0.52266,             0.20235,            0.068949,            0.038727,            0.034955,           0.0098664,           0.0098664,           0.0098664
                 137,            0.069534,            0.030304,            0.034589,             0.74459,              0.4032,             0.52266,             0.20235,            0.068949,            0.038727,            0.034955,           0.0098654,           0.0098654,           0.0098654
                 138,             0.07326,            0.035257,            0.039634,             0.74459,              0.4032,             0.52266,             0.20235,            0.068949,            0.038727,            0.034955,           0.0098644,           0.0098644,           0.0098644
                 139,            0.066469,            0.035906,            0.033805,             0.74459,              0.4032,             0.52266,             0.20235,            0.068949,            0.038727,            0.034955,           0.0098634,           0.0098634,           0.0098634
                 140,             0.06288,            0.034573,            0.036171,             0.68655,             0.44889,             0.51539,             0.25939,            0.060526,            0.037817,            0.034096,           0.0098624,           0.0098624,           0.0098624
                 141,            0.060424,            0.035247,            0.033365,             0.68655,             0.44889,             0.51539,             0.25939,            0.060526,            0.037817,            0.034096,           0.0098614,           0.0098614,           0.0098614
                 142,            0.062695,            0.037854,            0.036845,             0.68655,             0.44889,             0.51539,             0.25939,            0.060526,            0.037817,            0.034096,           0.0098604,           0.0098604,           0.0098604
                 143,            0.063306,            0.030776,            0.037038,             0.68655,             0.44889,             0.51539,             0.25939,            0.060526,            0.037817,            0.034096,           0.0098594,           0.0098594,           0.0098594
                 144,             0.06167,             0.03949,             0.03821,             0.58976,             0.50138,             0.55851,             0.26762,            0.054297,            0.037601,            0.033521,           0.0098584,           0.0098584,           0.0098584
                 145,            0.056867,            0.039539,            0.038235,             0.58976,             0.50138,             0.55851,             0.26762,            0.054297,            0.037601,            0.033521,           0.0098574,           0.0098574,           0.0098574
                 146,            0.056215,            0.037971,            0.034535,             0.58976,             0.50138,             0.55851,             0.26762,            0.054297,            0.037601,            0.033521,           0.0098565,           0.0098565,           0.0098565
                 147,            0.054659,            0.036822,            0.036324,             0.58976,             0.50138,             0.55851,             0.26762,            0.054297,            0.037601,            0.033521,           0.0098555,           0.0098555,           0.0098555
                 148,            0.051986,            0.036095,            0.035262,             0.58976,             0.50138,             0.55851,             0.26762,            0.054297,            0.037601,            0.033521,           0.0098545,           0.0098545,           0.0098545
                 149,            0.050821,            0.037981,            0.032963,             0.55014,             0.55342,             0.61799,             0.23781,            0.057867,            0.037276,            0.032911,           0.0098535,           0.0098535,           0.0098535
                 150,            0.063552,            0.037531,            0.040127,             0.55014,             0.55342,             0.61799,             0.23781,            0.057867,            0.037276,            0.032911,           0.0098525,           0.0098525,           0.0098525
                 151,            0.057791,            0.028037,            0.033326,             0.55014,             0.55342,             0.61799,             0.23781,            0.057867,            0.037276,            0.032911,           0.0098515,           0.0098515,           0.0098515
                 152,            0.058042,             0.03226,            0.037389,             0.55014,             0.55342,             0.61799,             0.23781,            0.057867,            0.037276,            0.032911,           0.0098505,           0.0098505,           0.0098505
