               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                1320,            0.031633,            0.030115,            0.011484,             0.86309,             0.84615,             0.87142,             0.56252,            0.030934,            0.027329,           0.0079947,           0.0086942,           0.0086942,           0.0086942
                1321,            0.030846,            0.027719,            0.010369,             0.86309,             0.84615,             0.87142,             0.56252,            0.030934,            0.027329,           0.0079947,           0.0086932,           0.0086932,           0.0086932
                1322,            0.029725,            0.021964,            0.010696,             0.89847,             0.84615,             0.87473,             0.63522,            0.027929,             0.02625,           0.0079817,           0.0086922,           0.0086922,           0.0086922
                1323,            0.026832,            0.031219,            0.011193,             0.89847,             0.84615,             0.87473,             0.63522,            0.027929,             0.02625,           0.0079817,           0.0086912,           0.0086912,           0.0086912
                1324,            0.032148,            0.026874,           0.0083083,             0.89847,             0.84615,             0.87473,             0.63522,            0.027929,             0.02625,           0.0079817,           0.0086902,           0.0086902,           0.0086902
                1325,            0.028941,            0.023629,           0.0099446,             0.89847,             0.84615,             0.87473,             0.63522,            0.027929,             0.02625,           0.0079817,           0.0086892,           0.0086892,           0.0086892
                1326,            0.029602,            0.025853,           0.0095595,             0.93303,             0.84615,             0.87655,             0.63699,            0.025969,            0.025757,            0.008067,           0.0086882,           0.0086882,           0.0086882
                1327,            0.027741,            0.030352,            0.013386,             0.93303,             0.84615,             0.87655,             0.63699,            0.025969,            0.025757,            0.008067,           0.0086873,           0.0086873,           0.0086873
                1328,            0.027565,            0.030803,            0.012878,             0.93303,             0.84615,             0.87655,             0.63699,            0.025969,            0.025757,            0.008067,           0.0086863,           0.0086863,           0.0086863
                1329,            0.030429,            0.026815,           0.0097858,             0.93303,             0.84615,             0.87655,             0.63699,            0.025969,            0.025757,            0.008067,           0.0086853,           0.0086853,           0.0086853
                1330,            0.031832,            0.027755,            0.011297,             0.96935,             0.84615,             0.87078,             0.60437,            0.023149,            0.026778,           0.0081101,           0.0086843,           0.0086843,           0.0086843
                1331,            0.028883,            0.025403,            0.011948,             0.96935,             0.84615,             0.87078,             0.60437,            0.023149,            0.026778,           0.0081101,           0.0086833,           0.0086833,           0.0086833
                1332,            0.029309,            0.029669,            0.011579,             0.96935,             0.84615,             0.87078,             0.60437,            0.023149,            0.026778,           0.0081101,           0.0086823,           0.0086823,           0.0086823
                1333,            0.028855,            0.028351,             0.01135,             0.96935,             0.84615,             0.87078,             0.60437,            0.023149,            0.026778,           0.0081101,           0.0086813,           0.0086813,           0.0086813
                1334,            0.026984,            0.030062,            0.012927,             0.96935,             0.84615,             0.87078,             0.60437,            0.023149,            0.026778,           0.0081101,           0.0086803,           0.0086803,           0.0086803
                1335,            0.027414,            0.035277,           0.0092426,             0.91266,             0.84615,             0.85723,              0.5663,             0.02417,            0.027905,           0.0081462,           0.0086793,           0.0086793,           0.0086793
                1336,            0.026247,            0.028126,           0.0095237,             0.91266,             0.84615,             0.85723,              0.5663,             0.02417,            0.027905,           0.0081462,           0.0086783,           0.0086783,           0.0086783
                1337,            0.027565,            0.029908,            0.010236,             0.91266,             0.84615,             0.85723,              0.5663,             0.02417,            0.027905,           0.0081462,           0.0086774,           0.0086774,           0.0086774
                1338,            0.027991,            0.027036,            0.010265,             0.91266,             0.84615,             0.85723,              0.5663,             0.02417,            0.027905,           0.0081462,           0.0086764,           0.0086764,           0.0086764
                1339,            0.028066,            0.030044,            0.010823,             0.97912,             0.84615,             0.87655,             0.63637,            0.021376,            0.026557,           0.0081834,           0.0086754,           0.0086754,           0.0086754
                1340,            0.024393,            0.026997,            0.010983,             0.97912,             0.84615,             0.87655,             0.63637,            0.021376,            0.026557,           0.0081834,           0.0086744,           0.0086744,           0.0086744
                1341,            0.022127,            0.027039,             0.01062,             0.97912,             0.84615,             0.87655,             0.63637,            0.021376,            0.026557,           0.0081834,           0.0086734,           0.0086734,           0.0086734
                1342,            0.023586,            0.023315,            0.011161,             0.97912,             0.84615,             0.87655,             0.63637,            0.021376,            0.026557,           0.0081834,           0.0086724,           0.0086724,           0.0086724
                1343,            0.026856,            0.029681,            0.011909,             0.96308,             0.84615,              0.8665,             0.61349,            0.024666,            0.026337,           0.0082145,           0.0086714,           0.0086714,           0.0086714
                1344,            0.032064,            0.023701,           0.0088554,             0.96308,             0.84615,              0.8665,             0.61349,            0.024666,            0.026337,           0.0082145,           0.0086704,           0.0086704,           0.0086704
                1345,            0.031859,            0.025647,            0.011233,             0.96308,             0.84615,              0.8665,             0.61349,            0.024666,            0.026337,           0.0082145,           0.0086694,           0.0086694,           0.0086694
                1346,            0.031514,            0.026344,            0.011462,             0.96308,             0.84615,              0.8665,             0.61349,            0.024666,            0.026337,           0.0082145,           0.0086684,           0.0086684,           0.0086684
                1347,            0.028506,            0.026957,           0.0099581,             0.95883,             0.84615,             0.87381,             0.61167,             0.02425,            0.026467,           0.0082194,           0.0086675,           0.0086675,           0.0086675
                1348,            0.033738,             0.03464,            0.012293,             0.95883,             0.84615,             0.87381,             0.61167,             0.02425,            0.026467,           0.0082194,           0.0086665,           0.0086665,           0.0086665
                1349,            0.029176,             0.02923,           0.0097764,             0.95883,             0.84615,             0.87381,             0.61167,             0.02425,            0.026467,           0.0082194,           0.0086655,           0.0086655,           0.0086655
                1350,            0.030075,            0.026247,            0.011882,             0.95883,             0.84615,             0.87381,             0.61167,             0.02425,            0.026467,           0.0082194,           0.0086645,           0.0086645,           0.0086645
                1351,            0.030334,            0.025884,             0.01151,             0.95883,             0.84615,             0.87381,             0.61167,             0.02425,            0.026467,           0.0082194,           0.0086635,           0.0086635,           0.0086635
                1352,            0.030056,            0.028901,            0.011955,             0.95824,             0.84615,             0.87516,              0.5746,            0.025278,            0.026929,           0.0082127,           0.0086625,           0.0086625,           0.0086625
                1353,            0.027778,            0.021086,            0.010228,             0.95824,             0.84615,             0.87516,              0.5746,            0.025278,            0.026929,           0.0082127,           0.0086615,           0.0086615,           0.0086615
                1354,            0.027739,            0.027223,            0.010602,             0.95824,             0.84615,             0.87516,              0.5746,            0.025278,            0.026929,           0.0082127,           0.0086605,           0.0086605,           0.0086605
                1355,            0.029826,            0.031251,           0.0098251,             0.95824,             0.84615,             0.87516,              0.5746,            0.025278,            0.026929,           0.0082127,           0.0086595,           0.0086595,           0.0086595
                1356,            0.027069,            0.025489,            0.012187,             0.97425,             0.84615,             0.88333,             0.66932,            0.022765,            0.025343,           0.0081467,           0.0086586,           0.0086586,           0.0086586
                1357,            0.028081,            0.024849,            0.009703,             0.97425,             0.84615,             0.88333,             0.66932,            0.022765,            0.025343,           0.0081467,           0.0086576,           0.0086576,           0.0086576
                1358,            0.029263,            0.025173,            0.014489,             0.97425,             0.84615,             0.88333,             0.66932,            0.022765,            0.025343,           0.0081467,           0.0086566,           0.0086566,           0.0086566
                1359,            0.026101,             0.02372,           0.0096945,             0.97425,             0.84615,             0.88333,             0.66932,            0.022765,            0.025343,           0.0081467,           0.0086556,           0.0086556,           0.0086556
                1360,            0.030888,             0.02717,            0.010906,             0.97779,             0.84615,             0.88333,              0.6571,            0.021994,            0.025482,           0.0081368,           0.0086546,           0.0086546,           0.0086546
                1361,            0.025588,            0.027136,           0.0099646,             0.97779,             0.84615,             0.88333,              0.6571,            0.021994,            0.025482,           0.0081368,           0.0086536,           0.0086536,           0.0086536
                1362,            0.027441,            0.025628,            0.010199,             0.97779,             0.84615,             0.88333,              0.6571,            0.021994,            0.025482,           0.0081368,           0.0086526,           0.0086526,           0.0086526
                1363,            0.025636,            0.024835,            0.010846,             0.97779,             0.84615,             0.88333,              0.6571,            0.021994,            0.025482,           0.0081368,           0.0086516,           0.0086516,           0.0086516
                1364,            0.027488,            0.028704,              0.0105,             0.97779,             0.84615,             0.88333,              0.6571,            0.021994,            0.025482,           0.0081368,           0.0086506,           0.0086506,           0.0086506
                1365,            0.030923,            0.028786,            0.011549,             0.90182,             0.84615,             0.87942,             0.59711,            0.027329,            0.026685,            0.008155,           0.0086496,           0.0086496,           0.0086496
                1366,            0.030192,            0.020665,            0.010205,             0.90182,             0.84615,             0.87942,             0.59711,            0.027329,            0.026685,            0.008155,           0.0086486,           0.0086486,           0.0086486
                1367,             0.03169,            0.028573,            0.011699,             0.90182,             0.84615,             0.87942,             0.59711,            0.027329,            0.026685,            0.008155,           0.0086477,           0.0086477,           0.0086477
                1368,            0.030599,            0.024178,           0.0089755,             0.90182,             0.84615,             0.87942,             0.59711,            0.027329,            0.026685,            0.008155,           0.0086467,           0.0086467,           0.0086467
                1369,            0.028996,            0.031996,            0.010081,             0.90675,             0.84615,             0.88954,              0.6332,             0.02632,            0.025551,           0.0080933,           0.0086457,           0.0086457,           0.0086457
                1370,            0.028851,            0.026362,            0.011002,             0.90675,             0.84615,             0.88954,              0.6332,             0.02632,            0.025551,           0.0080933,           0.0086447,           0.0086447,           0.0086447
                1371,            0.028522,              0.0244,            0.010845,             0.90675,             0.84615,             0.88954,              0.6332,             0.02632,            0.025551,           0.0080933,           0.0086437,           0.0086437,           0.0086437
                1372,            0.027874,            0.025439,           0.0088647,             0.90675,             0.84615,             0.88954,              0.6332,             0.02632,            0.025551,           0.0080933,           0.0086427,           0.0086427,           0.0086427
                1373,            0.026244,            0.023263,           0.0094625,             0.95131,             0.84615,             0.88965,             0.67591,            0.021864,            0.024336,           0.0080613,           0.0086417,           0.0086417,           0.0086417
                1374,            0.025084,            0.025862,           0.0098676,             0.95131,             0.84615,             0.88965,             0.67591,            0.021864,            0.024336,           0.0080613,           0.0086407,           0.0086407,           0.0086407
                1375,            0.024436,             0.02873,           0.0081769,             0.95131,             0.84615,             0.88965,             0.67591,            0.021864,            0.024336,           0.0080613,           0.0086397,           0.0086397,           0.0086397
                1376,            0.025693,            0.027184,           0.0098915,             0.95131,             0.84615,             0.88965,             0.67591,            0.021864,            0.024336,           0.0080613,           0.0086388,           0.0086388,           0.0086388
                1377,              0.0259,            0.028843,            0.010163,             0.96134,             0.84615,             0.89799,             0.68439,            0.021652,            0.023933,           0.0080288,           0.0086378,           0.0086378,           0.0086378
                1378,            0.031447,            0.026727,            0.012809,             0.96134,             0.84615,             0.89799,             0.68439,            0.021652,            0.023933,           0.0080288,           0.0086368,           0.0086368,           0.0086368
                1379,            0.027615,            0.022841,           0.0093523,             0.96134,             0.84615,             0.89799,             0.68439,            0.021652,            0.023933,           0.0080288,           0.0086358,           0.0086358,           0.0086358
                1380,            0.026272,            0.026132,            0.008572,             0.96134,             0.84615,             0.89799,             0.68439,            0.021652,            0.023933,           0.0080288,           0.0086348,           0.0086348,           0.0086348
                1381,            0.024392,            0.020897,           0.0097931,             0.96134,             0.84615,             0.89799,             0.68439,            0.021652,            0.023933,           0.0080288,           0.0086338,           0.0086338,           0.0086338
                1382,            0.029146,            0.022988,           0.0085814,             0.95955,             0.84615,             0.89724,             0.64211,            0.024941,            0.024463,           0.0079464,           0.0086328,           0.0086328,           0.0086328
                1383,            0.028557,            0.022768,            0.009625,             0.95955,             0.84615,             0.89724,             0.64211,            0.024941,            0.024463,           0.0079464,           0.0086318,           0.0086318,           0.0086318
                1384,            0.026998,            0.021167,            0.010399,             0.95955,             0.84615,             0.89724,             0.64211,            0.024941,            0.024463,           0.0079464,           0.0086308,           0.0086308,           0.0086308
                1385,            0.028382,            0.023654,           0.0083239,             0.95955,             0.84615,             0.89724,             0.64211,            0.024941,            0.024463,           0.0079464,           0.0086298,           0.0086298,           0.0086298
                1386,             0.02515,            0.025342,           0.0083613,              0.9551,             0.84615,             0.90237,             0.64703,            0.023438,            0.024032,           0.0079423,           0.0086288,           0.0086288,           0.0086288
                1387,            0.025886,            0.028016,           0.0094906,              0.9551,             0.84615,             0.90237,             0.64703,            0.023438,            0.024032,           0.0079423,           0.0086279,           0.0086279,           0.0086279
                1388,            0.027061,            0.027068,           0.0091005,              0.9551,             0.84615,             0.90237,             0.64703,            0.023438,            0.024032,           0.0079423,           0.0086269,           0.0086269,           0.0086269
                1389,             0.02782,            0.022367,            0.011821,              0.9551,             0.84615,             0.90237,             0.64703,            0.023438,            0.024032,           0.0079423,           0.0086259,           0.0086259,           0.0086259
                1390,            0.024456,            0.023949,           0.0096486,             0.96448,             0.84615,             0.90055,             0.66762,            0.022273,             0.02391,           0.0078791,           0.0086249,           0.0086249,           0.0086249
                1391,            0.025057,            0.028314,           0.0085816,             0.96448,             0.84615,             0.90055,             0.66762,            0.022273,             0.02391,           0.0078791,           0.0086239,           0.0086239,           0.0086239
                1392,            0.026991,            0.024316,           0.0086222,             0.96448,             0.84615,             0.90055,             0.66762,            0.022273,             0.02391,           0.0078791,           0.0086229,           0.0086229,           0.0086229
                1393,            0.027055,            0.024429,            0.012581,             0.96448,             0.84615,             0.90055,             0.66762,            0.022273,             0.02391,           0.0078791,           0.0086219,           0.0086219,           0.0086219
                1394,              0.0236,             0.02095,           0.0093795,             0.96683,             0.84615,             0.90055,             0.65581,            0.024978,            0.027016,            0.007862,           0.0086209,           0.0086209,           0.0086209
                1395,            0.027204,            0.025455,           0.0091799,             0.96683,             0.84615,             0.90055,             0.65581,            0.024978,            0.027016,            0.007862,           0.0086199,           0.0086199,           0.0086199
                1396,             0.03138,             0.02763,             0.01115,             0.96683,             0.84615,             0.90055,             0.65581,            0.024978,            0.027016,            0.007862,            0.008619,            0.008619,            0.008619
                1397,            0.030063,             0.02593,           0.0085359,             0.96683,             0.84615,             0.90055,             0.65581,            0.024978,            0.027016,            0.007862,            0.008618,            0.008618,            0.008618
                1398,            0.030951,            0.028064,           0.0095953,             0.96683,             0.84615,             0.90055,             0.65581,            0.024978,            0.027016,            0.007862,            0.008617,            0.008617,            0.008617
                1399,            0.031553,            0.027313,           0.0091243,             0.75049,             0.84615,             0.88163,             0.63793,            0.030944,              0.0299,           0.0078765,            0.008616,            0.008616,            0.008616
                1400,            0.031765,            0.033282,           0.0090985,             0.75049,             0.84615,             0.88163,             0.63793,            0.030944,              0.0299,           0.0078765,            0.008615,            0.008615,            0.008615
                1401,            0.034301,            0.033552,           0.0089009,             0.75049,             0.84615,             0.88163,             0.63793,            0.030944,              0.0299,           0.0078765,            0.008614,            0.008614,            0.008614
                1402,            0.033521,            0.026087,           0.0094704,             0.75049,             0.84615,             0.88163,             0.63793,            0.030944,              0.0299,           0.0078765,            0.008613,            0.008613,            0.008613
                1403,            0.029887,            0.028887,           0.0089719,                 0.9,             0.84615,             0.90055,             0.68865,            0.025648,            0.027226,            0.007814,            0.008612,            0.008612,            0.008612
                1404,            0.031067,            0.027838,           0.0092241,                 0.9,             0.84615,             0.90055,             0.68865,            0.025648,            0.027226,            0.007814,            0.008611,            0.008611,            0.008611
                1405,            0.028905,            0.020446,            0.007595,                 0.9,             0.84615,             0.90055,             0.68865,            0.025648,            0.027226,            0.007814,             0.00861,             0.00861,             0.00861
                1406,            0.030246,            0.023531,           0.0084415,                 0.9,             0.84615,             0.90055,             0.68865,            0.025648,            0.027226,            0.007814,           0.0086091,           0.0086091,           0.0086091
                1407,            0.029153,            0.027033,           0.0080926,              0.9783,             0.84615,             0.90055,             0.71959,            0.021558,            0.024783,           0.0078289,           0.0086081,           0.0086081,           0.0086081
                1408,            0.028631,            0.020831,            0.007906,              0.9783,             0.84615,             0.90055,             0.71959,            0.021558,            0.024783,           0.0078289,           0.0086071,           0.0086071,           0.0086071
                1409,            0.030958,            0.025386,             0.01072,              0.9783,             0.84615,             0.90055,             0.71959,            0.021558,            0.024783,           0.0078289,           0.0086061,           0.0086061,           0.0086061
                1410,             0.03058,            0.027589,            0.010273,              0.9783,             0.84615,             0.90055,             0.71959,            0.021558,            0.024783,           0.0078289,           0.0086051,           0.0086051,           0.0086051
                1411,            0.027857,            0.028555,            0.012133,             0.95711,             0.84615,             0.90055,             0.63932,            0.023873,            0.025265,           0.0077918,           0.0086041,           0.0086041,           0.0086041
                1412,            0.028849,            0.034938,            0.010253,             0.95711,             0.84615,             0.90055,             0.63932,            0.023873,            0.025265,           0.0077918,           0.0086031,           0.0086031,           0.0086031
                1413,            0.033315,            0.026206,           0.0097496,             0.95711,             0.84615,             0.90055,             0.63932,            0.023873,            0.025265,           0.0077918,           0.0086021,           0.0086021,           0.0086021
                1414,            0.029562,            0.020289,            0.010763,             0.95711,             0.84615,             0.90055,             0.63932,            0.023873,            0.025265,           0.0077918,           0.0086011,           0.0086011,           0.0086011
                1415,            0.031761,            0.027461,            0.010292,             0.95711,             0.84615,             0.90055,             0.63932,            0.023873,            0.025265,           0.0077918,           0.0086001,           0.0086001,           0.0086001
                1416,            0.028525,            0.025922,           0.0092193,             0.93872,             0.84615,             0.89799,             0.63344,            0.026797,             0.02547,           0.0078061,           0.0085992,           0.0085992,           0.0085992
                1417,            0.028501,            0.025928,           0.0085294,             0.93872,             0.84615,             0.89799,             0.63344,            0.026797,             0.02547,           0.0078061,           0.0085982,           0.0085982,           0.0085982
                1418,            0.031222,            0.024935,            0.010323,             0.93872,             0.84615,             0.89799,             0.63344,            0.026797,             0.02547,           0.0078061,           0.0085972,           0.0085972,           0.0085972
                1419,            0.029322,            0.022011,           0.0089132,             0.93872,             0.84615,             0.89799,             0.63344,            0.026797,             0.02547,           0.0078061,           0.0085962,           0.0085962,           0.0085962
                1420,             0.02811,            0.021677,           0.0082035,             0.94566,             0.84615,             0.89799,             0.69214,            0.023182,            0.024612,             0.00781,           0.0085952,           0.0085952,           0.0085952
                1421,            0.026315,            0.023551,            0.009397,             0.94566,             0.84615,             0.89799,             0.69214,            0.023182,            0.024612,             0.00781,           0.0085942,           0.0085942,           0.0085942
                1422,            0.023825,            0.023662,           0.0082899,             0.94566,             0.84615,             0.89799,             0.69214,            0.023182,            0.024612,             0.00781,           0.0085932,           0.0085932,           0.0085932
                1423,            0.025513,            0.025111,           0.0081151,             0.94566,             0.84615,             0.89799,             0.69214,            0.023182,            0.024612,             0.00781,           0.0085922,           0.0085922,           0.0085922
                1424,            0.027585,            0.028878,             0.01114,             0.93772,             0.84615,             0.89542,             0.67423,            0.026263,            0.024929,           0.0077878,           0.0085912,           0.0085912,           0.0085912
                1425,            0.031427,            0.025364,           0.0088691,             0.93772,             0.84615,             0.89542,             0.67423,            0.026263,            0.024929,           0.0077878,           0.0085902,           0.0085902,           0.0085902
                1426,            0.029585,            0.024771,           0.0086804,             0.93772,             0.84615,             0.89542,             0.67423,            0.026263,            0.024929,           0.0077878,           0.0085893,           0.0085893,           0.0085893
                1427,            0.031656,             0.03057,            0.010751,             0.93772,             0.84615,             0.89542,             0.67423,            0.026263,            0.024929,           0.0077878,           0.0085883,           0.0085883,           0.0085883
                1428,            0.029455,            0.025067,           0.0088563,             0.93772,             0.84615,             0.89542,             0.67423,            0.026263,            0.024929,           0.0077878,           0.0085873,           0.0085873,           0.0085873
                1429,            0.036621,            0.029877,            0.010069,             0.82579,             0.84615,             0.88782,             0.60782,            0.032264,            0.026742,           0.0077463,           0.0085863,           0.0085863,           0.0085863
                1430,            0.036136,             0.02551,           0.0098659,             0.82579,             0.84615,             0.88782,             0.60782,            0.032264,            0.026742,           0.0077463,           0.0085853,           0.0085853,           0.0085853
                1431,            0.034844,            0.023912,           0.0092119,             0.82579,             0.84615,             0.88782,             0.60782,            0.032264,            0.026742,           0.0077463,           0.0085843,           0.0085843,           0.0085843
                1432,            0.035638,            0.026995,            0.012423,             0.82579,             0.84615,             0.88782,             0.60782,            0.032264,            0.026742,           0.0077463,           0.0085833,           0.0085833,           0.0085833
                1433,            0.036391,            0.030695,            0.010394,             0.86153,             0.84615,              0.8496,              0.6345,             0.02954,            0.026126,           0.0077195,           0.0085823,           0.0085823,           0.0085823
                1434,            0.031231,            0.023825,           0.0092482,             0.86153,             0.84615,              0.8496,              0.6345,             0.02954,            0.026126,           0.0077195,           0.0085813,           0.0085813,           0.0085813
                1435,            0.030404,            0.024365,            0.010277,             0.86153,             0.84615,              0.8496,              0.6345,             0.02954,            0.026126,           0.0077195,           0.0085803,           0.0085803,           0.0085803
                1436,            0.033293,            0.027532,            0.010121,             0.86153,             0.84615,              0.8496,              0.6345,             0.02954,            0.026126,           0.0077195,           0.0085793,           0.0085793,           0.0085793
                1437,            0.030554,            0.028899,            0.010608,              0.9381,             0.84615,             0.89445,             0.65631,            0.024506,            0.024525,           0.0076652,           0.0085784,           0.0085784,           0.0085784
                1438,             0.02911,             0.02366,            0.011162,              0.9381,             0.84615,             0.89445,             0.65631,            0.024506,            0.024525,           0.0076652,           0.0085774,           0.0085774,           0.0085774
                1439,             0.03024,             0.02725,            0.009885,              0.9381,             0.84615,             0.89445,             0.65631,            0.024506,            0.024525,           0.0076652,           0.0085764,           0.0085764,           0.0085764
                1440,            0.033096,            0.029931,            0.013219,              0.9381,             0.84615,             0.89445,             0.65631,            0.024506,            0.024525,           0.0076652,           0.0085754,           0.0085754,           0.0085754
                1441,            0.026653,            0.027446,            0.009079,             0.95148,             0.84615,             0.88288,             0.68298,            0.023935,             0.02426,           0.0076253,           0.0085744,           0.0085744,           0.0085744
                1442,              0.0292,            0.029107,            0.008281,             0.95148,             0.84615,             0.88288,             0.68298,            0.023935,             0.02426,           0.0076253,           0.0085734,           0.0085734,           0.0085734
                1443,            0.029793,            0.027488,           0.0089134,             0.95148,             0.84615,             0.88288,             0.68298,            0.023935,             0.02426,           0.0076253,           0.0085724,           0.0085724,           0.0085724
                1444,            0.027965,            0.020072,            0.011696,             0.95148,             0.84615,             0.88288,             0.68298,            0.023935,             0.02426,           0.0076253,           0.0085714,           0.0085714,           0.0085714
                1445,            0.025098,            0.022052,           0.0071062,             0.95148,             0.84615,             0.88288,             0.68298,            0.023935,             0.02426,           0.0076253,           0.0085704,           0.0085704,           0.0085704
                1446,            0.029374,             0.02491,           0.0099196,              0.9071,             0.84615,             0.88113,             0.66933,             0.02662,            0.025469,           0.0076756,           0.0085695,           0.0085695,           0.0085695
                1447,            0.028153,            0.024207,           0.0082944,              0.9071,             0.84615,             0.88113,             0.66933,             0.02662,            0.025469,           0.0076756,           0.0085685,           0.0085685,           0.0085685
                1448,            0.030955,            0.022973,           0.0077439,              0.9071,             0.84615,             0.88113,             0.66933,             0.02662,            0.025469,           0.0076756,           0.0085675,           0.0085675,           0.0085675
                1449,            0.030246,            0.024254,           0.0089238,              0.9071,             0.84615,             0.88113,             0.66933,             0.02662,            0.025469,           0.0076756,           0.0085665,           0.0085665,           0.0085665
                1450,            0.029088,            0.028268,            0.010505,             0.94444,             0.84615,             0.88471,             0.68179,            0.023739,            0.024768,           0.0076095,           0.0085655,           0.0085655,           0.0085655
                1451,            0.023889,            0.024587,           0.0069385,             0.94444,             0.84615,             0.88471,             0.68179,            0.023739,            0.024768,           0.0076095,           0.0085645,           0.0085645,           0.0085645
                1452,            0.025956,            0.029495,            0.010285,             0.94444,             0.84615,             0.88471,             0.68179,            0.023739,            0.024768,           0.0076095,           0.0085635,           0.0085635,           0.0085635
                1453,            0.027835,            0.024524,           0.0095867,             0.94444,             0.84615,             0.88471,             0.68179,            0.023739,            0.024768,           0.0076095,           0.0085625,           0.0085625,           0.0085625
                1454,            0.025794,            0.025516,            0.013741,             0.94428,             0.84615,             0.88471,             0.69812,            0.020903,            0.024076,           0.0075913,           0.0085615,           0.0085615,           0.0085615
                1455,            0.022312,            0.023778,           0.0090742,             0.94428,             0.84615,             0.88471,             0.69812,            0.020903,            0.024076,           0.0075913,           0.0085605,           0.0085605,           0.0085605
                1456,            0.023938,            0.025381,             0.01023,             0.94428,             0.84615,             0.88471,             0.69812,            0.020903,            0.024076,           0.0075913,           0.0085596,           0.0085596,           0.0085596
                1457,            0.022983,            0.024835,           0.0095584,             0.94428,             0.84615,             0.88471,             0.69812,            0.020903,            0.024076,           0.0075913,           0.0085586,           0.0085586,           0.0085586
                1458,            0.023255,            0.027942,            0.010144,             0.97156,             0.84615,             0.88288,             0.71033,             0.02034,            0.023854,           0.0076177,           0.0085576,           0.0085576,           0.0085576
                1459,            0.025088,            0.028952,            0.011939,             0.97156,             0.84615,             0.88288,             0.71033,             0.02034,            0.023854,           0.0076177,           0.0085566,           0.0085566,           0.0085566
                1460,            0.024097,            0.025832,             0.01161,             0.97156,             0.84615,             0.88288,             0.71033,             0.02034,            0.023854,           0.0076177,           0.0085556,           0.0085556,           0.0085556
                1461,            0.027132,            0.022123,           0.0078724,             0.97156,             0.84615,             0.88288,             0.71033,             0.02034,            0.023854,           0.0076177,           0.0085546,           0.0085546,           0.0085546
                1462,            0.025425,            0.027636,            0.010089,             0.97156,             0.84615,             0.88288,             0.71033,             0.02034,            0.023854,           0.0076177,           0.0085536,           0.0085536,           0.0085536
                1463,            0.022833,            0.024001,           0.0084078,             0.97268,             0.84615,             0.88471,             0.69925,            0.021628,            0.024188,           0.0076414,           0.0085526,           0.0085526,           0.0085526
                1464,            0.025588,            0.023382,           0.0092393,             0.97268,             0.84615,             0.88471,             0.69925,            0.021628,            0.024188,           0.0076414,           0.0085516,           0.0085516,           0.0085516
                1465,            0.023191,            0.021867,           0.0066447,             0.97268,             0.84615,             0.88471,             0.69925,            0.021628,            0.024188,           0.0076414,           0.0085506,           0.0085506,           0.0085506
                1466,            0.025733,            0.022518,            0.010345,             0.97268,             0.84615,             0.88471,             0.69925,            0.021628,            0.024188,           0.0076414,           0.0085497,           0.0085497,           0.0085497
                1467,            0.024918,            0.028349,           0.0095456,             0.97219,             0.84615,             0.88726,             0.71458,            0.020412,            0.024237,           0.0076089,           0.0085487,           0.0085487,           0.0085487
                1468,             0.02116,            0.026185,            0.007156,             0.97219,             0.84615,             0.88726,             0.71458,            0.020412,            0.024237,           0.0076089,           0.0085477,           0.0085477,           0.0085477
                1469,             0.02606,            0.025292,           0.0080793,             0.97219,             0.84615,             0.88726,             0.71458,            0.020412,            0.024237,           0.0076089,           0.0085467,           0.0085467,           0.0085467
                1470,            0.024538,            0.022648,           0.0094005,             0.97219,             0.84615,             0.88726,             0.71458,            0.020412,            0.024237,           0.0076089,           0.0085457,           0.0085457,           0.0085457
                1471,             0.02719,            0.020463,            0.009013,             0.96878,             0.84615,             0.88726,             0.67802,            0.022109,             0.02481,            0.007592,           0.0085447,           0.0085447,           0.0085447
                1472,            0.027505,            0.029037,            0.010016,             0.96878,             0.84615,             0.88726,             0.67802,            0.022109,             0.02481,            0.007592,           0.0085437,           0.0085437,           0.0085437
                1473,            0.024004,            0.024861,           0.0089704,             0.96878,             0.84615,             0.88726,             0.67802,            0.022109,             0.02481,            0.007592,           0.0085427,           0.0085427,           0.0085427
